city,date,price
Madera,2017-09,218500
Madera,2017-10,223800
Madera,2017-11,227500
Madera,2017-12,224300
Madera,2018-01,227600
Madera,2018-02,226600
Madera,2018-03,234900
Madera,2018-04,232300
Madera,2018-05,234300
Madera,2018-06,232200
Madera,2018-07,236300
Madera,2018-08,238600
Madera,2018-09,239900
Madera,2018-10,240200
Madera,2018-11,245400
Madera,2018-12,247300
Madera,2019-01,249700
Madera,2019-02,256500
Madera,2019-03,260600
Madera,2019-04,265900
Madera,2019-05,259100
Madera,2019-06,264900
Madera,2019-07,263400
Madera,2019-08,262100
Madera,2019-09,250900
Madera,2019-10,249000
Madera,2019-11,251300
Hesperia,2014-01,165400
Hesperia,2014-02,170200
Hesperia,2014-03,170200
Hesperia,2014-04,174100
Hesperia,2014-05,179700
Hesperia,2014-06,182300
Hesperia,2014-07,182700
Hesperia,2014-08,179000
Hesperia,2014-09,182900
Hesperia,2014-10,185600
Hesperia,2014-11,189400
Hesperia,2014-12,184300
Hesperia,2015-01,182400
Hesperia,2015-02,178600
Hesperia,2015-03,186200
Hesperia,2015-04,189300
Hesperia,2015-05,193700
Hesperia,2015-06,194800
Hesperia,2015-07,198100
Hesperia,2015-08,203500
Hesperia,2015-09,203800
Hesperia,2015-10,206900
Hesperia,2015-11,206100
Hesperia,2015-12,208600
Hesperia,2016-01,211100
Hesperia,2016-02,214400
Hesperia,2016-03,216900
Hesperia,2016-04,218100
Hesperia,2016-05,220100
Hesperia,2016-06,217400
Hesperia,2016-07,222100
Hesperia,2016-08,219200
Hesperia,2016-09,223600
Hesperia,2016-10,221900
Hesperia,2016-11,228600
Hesperia,2016-12,232700
Hesperia,2017-01,233800
Hesperia,2017-02,230700
Hesperia,2017-03,233600
Hesperia,2017-04,233600
Hesperia,2017-05,234700
Hesperia,2017-06,233700
Hesperia,2017-07,235200
Hesperia,2017-08,240300
Hesperia,2017-09,245800
Hesperia,2017-10,248200
Hesperia,2017-11,247200
Hesperia,2017-12,245300
Hesperia,2018-01,256200
Hesperia,2018-02,261300
Hesperia,2018-03,262100
Hesperia,2018-04,258600
Hesperia,2018-05,257600
Hesperia,2018-06,261200
Hesperia,2018-07,259900
Hesperia,2018-08,261800
Hesperia,2018-09,261100
Hesperia,2018-10,258200
Hesperia,2018-11,256800
Hesperia,2018-12,252500
Hesperia,2019-01,267200
Hesperia,2019-02,275400
Hesperia,2019-03,285300
Hesperia,2019-04,275900
Hesperia,2019-05,277300
Hesperia,2019-06,275600
Hesperia,2019-07,271100
Hesperia,2019-08,268900
Hesperia,2019-09,273100
Hesperia,2019-10,281500
Hesperia,2019-11,280300
Hesperia,2019-12,278200
San Mateo,2014-01,747500
San Mateo,2014-02,786500
San Mateo,2014-03,790200
San Mateo,2014-04,768200
San Mateo,2014-05,748000
San Mateo,2014-06,747200
San Mateo,2014-07,730600
San Mateo,2014-08,751400
San Mateo,2014-09,774600
San Mateo,2014-10,845700
San Mateo,2014-11,884800
San Mateo,2014-12,939200
San Mateo,2015-01,917400
San Mateo,2015-02,893900
San Mateo,2015-03,867500
San Mateo,2015-04,900200
San Mateo,2015-05,917500
San Mateo,2015-06,916400
San Mateo,2015-07,917600
San Mateo,2015-08,914000
San Mateo,2015-09,919700
San Mateo,2015-10,912200
San Mateo,2015-11,934200
San Mateo,2015-12,944000
San Mateo,2016-01,955700
San Mateo,2016-02,946100
San Mateo,2016-03,914600
San Mateo,2016-04,920700
San Mateo,2016-05,938200
San Mateo,2016-06,1021500
San Mateo,2016-07,1050700
San Mateo,2016-08,1036400
San Mateo,2016-09,1007300
San Mateo,2016-10,988300
San Mateo,2016-11,987700
San Mateo,2016-12,980000
San Mateo,2017-01,951300
San Mateo,2017-02,1061000
San Mateo,2017-03,1080600
San Mateo,2017-04,1134200
San Mateo,2017-05,1074100
San Mateo,2017-06,1081400
San Mateo,2017-07,1091600
San Mateo,2017-08,1116600
San Mateo,2017-09,1113600
San Mateo,2017-10,1111300
San Mateo,2017-11,1170700
San Mateo,2017-12,1291200
San Mateo,2018-01,1331900
San Mateo,2018-02,1276100
San Mateo,2018-03,1201900
San Mateo,2018-04,1226400
San Mateo,2018-05,1253600
San Mateo,2018-06,1309500
San Mateo,2018-07,1277900
San Mateo,2018-08,1307000
San Mateo,2018-09,1310700
San Mateo,2018-10,1313300
San Mateo,2018-11,1328500
San Mateo,2018-12,1310500
San Mateo,2019-01,1293000
San Mateo,2019-02,1156500
San Mateo,2019-03,1085200
San Mateo,2019-04,1103600
San Mateo,2019-05,1201200
San Mateo,2019-06,1212000
San Mateo,2019-07,1185600
San Mateo,2019-08,1159700
San Mateo,2019-09,1165500
San Mateo,2019-10,1174600
San Mateo,2019-11,1142800
San Mateo,2019-12,1182200
Merced,2014-01,154300
Merced,2014-02,156900
Merced,2014-03,155700
Merced,2014-04,162900
Merced,2014-05,158200
Merced,2014-06,157900
Merced,2014-07,151600
Merced,2014-08,157100
Merced,2014-09,157700
Merced,2014-10,167600
Merced,2014-11,168300
Merced,2014-12,173400
Merced,2015-01,172600
Merced,2015-02,171600
Merced,2015-03,175600
Merced,2015-04,174000
Merced,2015-05,179900
Merced,2015-06,178100
Merced,2015-07,177400
Merced,2015-08,175900
Merced,2015-09,182600
Merced,2015-10,182400
Merced,2015-11,211900
Merced,2015-12,214900
Merced,2016-01,211800
Merced,2016-02,188200
Merced,2016-03,182200
Merced,2016-04,188100
Merced,2016-05,194800
Merced,2016-06,196600
Merced,2016-07,200400
Merced,2016-08,197200
Merced,2016-09,200300
Merced,2016-10,200000
Merced,2016-11,199700
Merced,2016-12,198300
Merced,2017-01,204300
Merced,2017-02,207100
Merced,2017-03,211000
Merced,2017-04,211400
Merced,2017-05,207400
Merced,2017-06,211500
Merced,2017-07,219000
Merced,2017-08,226900
Merced,2017-09,226700
Merced,2017-10,220600
Merced,2017-11,232400
Merced,2017-12,233200
Merced,2018-01,235000
Merced,2018-02,222000
Merced,2018-03,228500
Merced,2018-04,227100
Merced,2018-05,236100
Merced,2018-06,235400
Merced,2018-07,234600
Merced,2018-08,228700
Merced,2018-09,227900
Merced,2018-10,236300
Merced,2018-11,238300
Merced,2018-12,230500
Merced,2019-01,232100
Merced,2019-02,245600
Merced,2019-03,254100
Merced,2019-04,249700
Merced,2019-05,241500
Merced,2019-06,251100
Merced,2019-07,255300
Merced,2019-08,255100
Merced,2019-09,240600
Merced,2019-10,248900
Merced,2019-11,255200
Merced,2019-12,258300
Santa Cruz,2016-05,798400
Santa Cruz,2016-06,795700
Santa Cruz,2016-07,785200
Santa Cruz,2016-08,765300
Santa Cruz,2016-09,757700
Santa Cruz,2016-10,754300
Santa Cruz,2016-11,750400
Santa Cruz,2016-12,766100
Santa Cruz,2017-01,770000
Santa Cruz,2017-02,771300
Santa Cruz,2017-03,779600
Santa Cruz,2017-04,789500
Santa Cruz,2017-05,790500
Santa Cruz,2017-06,788300
Santa Cruz,2017-07,810000
Santa Cruz,2017-08,805800
Santa Cruz,2017-09,816900
Santa Cruz,2017-10,856700
Santa Cruz,2017-11,874200
Santa Cruz,2017-12,848600
Santa Cruz,2018-01,814800
Santa Cruz,2018-02,822300
Santa Cruz,2018-03,846500
Santa Cruz,2018-04,852200
Santa Cruz,2018-05,848700
Santa Cruz,2018-06,856000
Santa Cruz,2018-07,873200
Santa Cruz,2018-08,892600
Santa Cruz,2018-09,913000
Santa Cruz,2018-10,870200
Santa Cruz,2018-11,858900
Santa Cruz,2018-12,896100
Santa Cruz,2019-01,912500
Santa Cruz,2019-02,906900
Santa Cruz,2019-03,874200
Santa Cruz,2019-04,902500
Santa Cruz,2019-05,922300
Santa Cruz,2019-06,899900
Santa Cruz,2019-07,884800
Santa Cruz,2019-08,868700
Santa Cruz,2019-09,860400
Santa Cruz,2019-10,866800
Santa Cruz,2019-11,858000
Santa Cruz,2019-12,870900
Daly City,2014-01,589800
Daly City,2014-02,613900
Daly City,2014-03,626500
Daly City,2014-04,630300
Daly City,2014-05,634000
Daly City,2014-06,617800
Daly City,2014-07,625800
Daly City,2014-08,616600
Daly City,2014-09,639800
Daly City,2014-10,646800
Daly City,2014-11,663800
Daly City,2014-12,657500
Daly City,2015-01,652900
Daly City,2015-02,669800
Daly City,2015-03,677900
Daly City,2015-04,671200
Daly City,2015-05,655300
Daly City,2015-06,670000
Daly City,2015-07,693300
Daly City,2015-08,709900
Daly City,2015-09,725200
Daly City,2015-10,746100
Daly City,2015-11,754900
Daly City,2015-12,756200
Daly City,2016-01,751500
Daly City,2016-02,749900
Daly City,2016-03,738700
Daly City,2016-04,749600
Daly City,2016-05,748500
Daly City,2016-06,763000
Daly City,2016-07,766500
Daly City,2016-08,783100
Daly City,2016-09,770100
Daly City,2016-10,768100
Daly City,2016-11,768800
Daly City,2016-12,779400
Daly City,2017-01,780600
Daly City,2017-02,780300
Daly City,2017-03,785600
Daly City,2017-04,799700
Daly City,2017-05,807600
Daly City,2017-06,823700
Daly City,2017-07,827200
Daly City,2017-08,848200
Daly City,2017-09,844300
Daly City,2017-10,865000
Daly City,2017-11,877800
Daly City,2017-12,910200
Daly City,2018-01,933000
Daly City,2018-02,899900
Daly City,2018-03,922300
Daly City,2018-04,899800
Daly City,2018-05,960200
Daly City,2018-06,958200
Daly City,2018-07,967800
Daly City,2018-08,941200
Daly City,2018-09,935200
Daly City,2018-10,924600
Daly City,2018-11,933900
Daly City,2018-12,926800
Daly City,2019-01,924800
Daly City,2019-02,924000
Daly City,2019-03,901600
Daly City,2019-04,924700
Daly City,2019-05,938700
Daly City,2019-06,974600
Daly City,2019-07,982200
Daly City,2019-08,1003900
Daly City,2019-09,1017300
Daly City,2019-10,1013000
Daly City,2019-11,975500
Rialto,2014-01,238600
Rialto,2014-02,239600
Rialto,2014-03,244000
Rialto,2014-04,242000
Rialto,2014-05,246900
Rialto,2014-06,252000
Rialto,2014-07,252700
Rialto,2014-08,247700
Rialto,2014-09,240500
Rialto,2014-10,243100
Rialto,2014-11,248700
Rialto,2014-12,257600
Rialto,2015-01,260700
Rialto,2015-02,258500
Rialto,2015-03,257400
Rialto,2015-04,260200
Rialto,2015-05,261700
Rialto,2015-06,264800
Rialto,2015-07,269300
Rialto,2015-08,277800
Rialto,2015-09,273000
Rialto,2015-10,272600
Rialto,2015-11,273900
Rialto,2015-12,284100
Rialto,2016-01,287900
Rialto,2016-02,292300
Rialto,2016-03,291000
Rialto,2016-04,292500
Rialto,2016-05,292100
Rialto,2016-06,293500
Rialto,2016-07,295400
Rialto,2016-08,297100
Rialto,2016-09,299500
Rialto,2016-10,302300
Rialto,2016-11,303700
Rialto,2016-12,299400
Rialto,2017-01,299600
Rialto,2017-02,291000
Rialto,2017-03,303400
Rialto,2017-04,307000
Rialto,2017-05,319000
Rialto,2017-06,319600
Rialto,2017-07,311400
Rialto,2017-08,317400
Rialto,2017-09,320500
Rialto,2017-10,331500
Rialto,2017-11,331500
Rialto,2017-12,331300
Rialto,2018-01,332500
Rialto,2018-02,336900
Rialto,2018-03,347900
Rialto,2018-04,348100
Rialto,2018-05,352700
Rialto,2018-06,347200
Rialto,2018-07,347000
Rialto,2018-08,343700
Rialto,2018-09,348300
Rialto,2018-10,356500
Rialto,2018-11,360900
Rialto,2018-12,351100
Rialto,2019-01,348100
Rialto,2019-02,351700
Rialto,2019-03,362600
Rialto,2019-04,367300
Rialto,2019-05,363400
Rialto,2019-06,362800
Rialto,2019-07,362800
Rialto,2019-08,365100
Rialto,2019-09,368100
Rialto,2019-10,367100
Rialto,2019-11,367600
Rialto,2019-12,367000
Napa,2017-06,615000
Napa,2017-07,607100
Napa,2017-08,613000
Napa,2017-09,607500
Napa,2017-10,606000
Napa,2017-11,604600
Napa,2017-12,621600
Napa,2018-01,647300
Napa,2018-02,656100
Napa,2018-03,652100
Napa,2018-04,631100
Napa,2018-05,614800
Napa,2018-06,627700
Napa,2018-07,633600
Napa,2018-08,658900
Napa,2018-09,644800
Napa,2018-10,649100
Napa,2018-11,647700
Napa,2018-12,649500
Napa,2019-01,654700
Napa,2019-02,646900
Napa,2019-03,660800
Napa,2019-04,669100
Napa,2019-05,691700
Napa,2019-06,709900
Napa,2019-07,695300
Napa,2019-08,685900
Napa,2019-09,682400
Napa,2019-10,704300
Napa,2019-11,677200
Napa,2019-12,666700
Mission Viejo,2014-01,579900
Mission Viejo,2014-02,569300
Mission Viejo,2014-03,568400
Mission Viejo,2014-04,582500
Mission Viejo,2014-05,583900
Mission Viejo,2014-06,586700
Mission Viejo,2014-07,579800
Mission Viejo,2014-08,563800
Mission Viejo,2014-09,564500
Mission Viejo,2014-10,568400
Mission Viejo,2014-11,564900
Mission Viejo,2014-12,562300
Mission Viejo,2015-01,569300
Mission Viejo,2015-02,588600
Mission Viejo,2015-03,601100
Mission Viejo,2015-04,594600
Mission Viejo,2015-05,594600
Mission Viejo,2015-06,590600
Mission Viejo,2015-07,601000
Mission Viejo,2015-08,613200
Mission Viejo,2015-09,613500
Mission Viejo,2015-10,614200
Mission Viejo,2015-11,598500
Mission Viejo,2015-12,603200
Mission Viejo,2016-01,611800
Mission Viejo,2016-02,610000
Mission Viejo,2016-03,609400
Mission Viejo,2016-04,605600
Mission Viejo,2016-05,622100
Mission Viejo,2016-06,628700
Mission Viejo,2016-07,624000
Mission Viejo,2016-08,627300
Mission Viejo,2016-09,628800
Mission Viejo,2016-10,635400
Mission Viejo,2016-11,637500
Mission Viejo,2016-12,637700
Mission Viejo,2017-01,637300
Mission Viejo,2017-02,635200
Mission Viejo,2017-03,631900
Mission Viejo,2017-04,633500
Mission Viejo,2017-05,640000
Mission Viejo,2017-06,640300
Mission Viejo,2017-07,651500
Mission Viejo,2017-08,647700
Mission Viejo,2017-09,659200
Mission Viejo,2017-10,660200
Mission Viejo,2017-11,671400
Mission Viejo,2017-12,662900
Mission Viejo,2018-01,667600
Mission Viejo,2018-02,671900
Mission Viejo,2018-03,691300
Mission Viejo,2018-04,697500
Mission Viejo,2018-05,702300
Mission Viejo,2018-06,707800
Mission Viejo,2018-07,710800
Mission Viejo,2018-08,711900
Mission Viejo,2018-09,715100
Mission Viejo,2018-10,694500
Mission Viejo,2018-11,674500
Mission Viejo,2018-12,657100
Mission Viejo,2019-01,667500
Mission Viejo,2019-02,657500
Mission Viejo,2019-03,681200
Mission Viejo,2019-04,701100
Mission Viejo,2019-05,726700
Mission Viejo,2019-06,704500
Mission Viejo,2019-07,691300
Mission Viejo,2019-08,690000
Mission Viejo,2019-09,692300
Mission Viejo,2019-10,686600
Mission Viejo,2019-11,688400
Mission Viejo,2019-12,674900
Livermore,2014-01,551600
Livermore,2014-02,542900
Livermore,2014-03,554700
Livermore,2014-04,564700
Livermore,2014-05,571200
Livermore,2014-06,572400
Livermore,2014-07,584100
Livermore,2014-08,585200
Livermore,2014-09,576400
Livermore,2014-10,575000
Livermore,2014-11,580900
Livermore,2014-12,596300
Livermore,2015-01,608800
Livermore,2015-02,604600
Livermore,2015-03,627200
Livermore,2015-04,628200
Livermore,2015-05,639600
Livermore,2015-06,627200
Livermore,2015-07,628200
Livermore,2015-08,631700
Livermore,2015-09,637000
Livermore,2015-10,641800
Livermore,2015-11,633000
Livermore,2015-12,640200
Livermore,2016-01,643100
Livermore,2016-02,667400
Livermore,2016-03,664800
Livermore,2016-04,662800
Livermore,2016-05,653700
Livermore,2016-06,656600
Livermore,2016-07,657000
Livermore,2016-08,662200
Livermore,2016-09,667600
Livermore,2016-10,674800
Livermore,2016-11,681600
Livermore,2016-12,675100
Livermore,2017-01,682000
Livermore,2017-02,680700
Livermore,2017-03,690900
Livermore,2017-04,700200
Livermore,2017-05,705200
Livermore,2017-06,710900
Livermore,2017-07,706400
Livermore,2017-08,710700
Livermore,2017-09,723100
Livermore,2017-10,742500
Livermore,2017-11,755700
Livermore,2017-12,770700
Livermore,2018-01,766600
Livermore,2018-02,767500
Livermore,2018-03,754000
Livermore,2018-04,762000
Livermore,2018-05,767300
Livermore,2018-06,778000
Livermore,2018-07,779100
Livermore,2018-08,780400
Livermore,2018-09,768100
Livermore,2018-10,771700
Livermore,2018-11,768000
Livermore,2018-12,784200
Livermore,2019-01,766700
Livermore,2019-02,763700
Livermore,2019-03,747900
Livermore,2019-04,745300
Livermore,2019-05,741900
Livermore,2019-06,750500
Livermore,2019-07,761300
Livermore,2019-08,772100
Livermore,2019-09,778500
Livermore,2019-10,782700
Livermore,2019-11,783100
Livermore,2019-12,784800
South Gate,2014-01,296500
South Gate,2014-02,297200
South Gate,2014-03,296400
South Gate,2014-04,300000
South Gate,2014-05,308900
South Gate,2014-06,309000
South Gate,2014-07,314500
South Gate,2014-08,311200
South Gate,2014-09,321900
South Gate,2014-10,319500
South Gate,2014-11,310100
South Gate,2014-12,308400
South Gate,2015-01,308300
South Gate,2015-02,331900
South Gate,2015-03,340000
South Gate,2015-04,343600
South Gate,2015-05,340700
South Gate,2015-06,340200
South Gate,2015-07,337000
South Gate,2015-08,328900
South Gate,2015-09,329300
South Gate,2015-10,346700
South Gate,2015-11,361900
South Gate,2015-12,364000
South Gate,2016-01,360500
South Gate,2016-02,354100
South Gate,2016-03,357300
South Gate,2016-04,359600
South Gate,2016-05,363300
South Gate,2016-06,362900
South Gate,2016-07,367900
South Gate,2016-08,377600
South Gate,2016-09,381800
South Gate,2016-10,380500
South Gate,2016-11,377100
South Gate,2016-12,384300
South Gate,2017-01,385800
South Gate,2017-02,392000
South Gate,2017-03,394000
South Gate,2017-04,398600
South Gate,2017-05,400300
South Gate,2017-06,402100
South Gate,2017-07,389900
South Gate,2017-08,386700
South Gate,2017-09,389500
South Gate,2017-10,402300
South Gate,2017-11,406500
South Gate,2017-12,410000
South Gate,2018-01,416600
South Gate,2018-02,422700
South Gate,2018-03,433300
South Gate,2018-04,436700
South Gate,2018-05,437700
South Gate,2018-06,434600
South Gate,2018-07,435500
South Gate,2018-08,443500
South Gate,2018-09,435200
South Gate,2018-10,432600
South Gate,2018-11,434400
South Gate,2018-12,444300
South Gate,2019-01,445000
South Gate,2019-02,451400
South Gate,2019-03,452100
South Gate,2019-04,455500
South Gate,2019-05,441400
South Gate,2019-06,440800
South Gate,2019-07,439300
South Gate,2019-08,439400
South Gate,2019-09,449300
South Gate,2019-10,466300
South Gate,2019-11,472100
South Gate,2019-12,457200
Hawthorne,2014-01,445500
Hawthorne,2014-02,443500
Hawthorne,2014-03,442900
Hawthorne,2014-04,414800
Hawthorne,2014-05,423300
Hawthorne,2014-06,430700
Hawthorne,2014-07,446100
Hawthorne,2014-08,465900
Hawthorne,2014-09,480700
Hawthorne,2014-10,485700
Hawthorne,2014-11,457800
Hawthorne,2014-12,472300
Hawthorne,2015-01,460500
Hawthorne,2015-02,463600
Hawthorne,2015-03,506200
Hawthorne,2015-04,531400
Hawthorne,2015-05,543700
Hawthorne,2015-06,489000
Hawthorne,2015-07,471400
Hawthorne,2015-08,456600
Hawthorne,2015-09,459000
Hawthorne,2015-10,474400
Hawthorne,2015-11,495500
Hawthorne,2015-12,503500
Hawthorne,2016-01,503100
Hawthorne,2016-02,510200
Hawthorne,2016-03,512400
Hawthorne,2016-04,508200
Hawthorne,2016-05,496400
Hawthorne,2016-06,512100
Hawthorne,2016-07,521400
Hawthorne,2016-08,531800
Hawthorne,2016-09,523400
Hawthorne,2016-10,541300
Hawthorne,2016-11,559300
Hawthorne,2016-12,565800
Hawthorne,2017-01,594600
Hawthorne,2017-02,595500
Hawthorne,2017-03,603900
Hawthorne,2017-04,582700
Hawthorne,2017-05,594800
Hawthorne,2017-06,584300
Hawthorne,2017-07,599500
Hawthorne,2017-08,578300
Hawthorne,2017-09,588200
Hawthorne,2017-10,576200
Hawthorne,2017-11,584400
Hawthorne,2017-12,570100
Hawthorne,2018-01,568600
Hawthorne,2018-02,588800
Hawthorne,2018-03,615900
Hawthorne,2018-04,630400
Hawthorne,2018-05,637600
Hawthorne,2018-06,643200
Hawthorne,2018-07,654800
Hawthorne,2018-08,675000
Hawthorne,2018-09,675600
Hawthorne,2018-10,662100
Hawthorne,2018-11,656900
Hawthorne,2018-12,657400
Hawthorne,2019-01,694200
Hawthorne,2019-02,725100
Hawthorne,2019-03,746100
Hawthorne,2019-04,696000
Hawthorne,2019-05,642400
Hawthorne,2019-06,605700
Hawthorne,2019-07,636400
Hawthorne,2019-08,666100
Hawthorne,2019-09,706000
Hawthorne,2019-10,746400
Hawthorne,2019-11,748400
Hawthorne,2019-12,744000
Indio,2014-01,234200
Indio,2014-02,252100
Indio,2014-03,245800
Indio,2014-04,251000
Indio,2014-05,238900
Indio,2014-06,236000
Indio,2014-07,234400
Indio,2014-08,233100
Indio,2014-09,229100
Indio,2014-10,226700
Indio,2014-11,227700
Indio,2014-12,235800
Indio,2015-01,239400
Indio,2015-02,244700
Indio,2015-03,247000
Indio,2015-04,246200
Indio,2015-05,246700
Indio,2015-06,253000
Indio,2015-07,255400
Indio,2015-08,254200
Indio,2015-09,252600
Indio,2015-10,254300
Indio,2015-11,259500
Indio,2015-12,260300
Indio,2016-01,261600
Indio,2016-02,258500
Indio,2016-03,259600
Indio,2016-04,261600
Indio,2016-05,264400
Indio,2016-06,264000
Indio,2016-07,269300
Indio,2016-08,273100
Indio,2016-09,272200
Indio,2016-10,271300
Indio,2016-11,271900
Indio,2016-12,277200
Indio,2017-01,275000
Indio,2017-02,277100
Indio,2017-03,277700
Indio,2017-04,281100
Indio,2017-05,279800
Indio,2017-06,284900
Indio,2017-07,282400
Indio,2017-08,289400
Indio,2017-09,281500
Indio,2017-10,290400
Indio,2017-11,291800
Indio,2017-12,300600
Indio,2018-01,303500
Indio,2018-02,297600
Indio,2018-03,298100
Indio,2018-04,304500
Indio,2018-05,315000
Indio,2018-06,317400
Indio,2018-07,312500
Indio,2018-08,315100
Indio,2018-09,319500
Indio,2018-10,322300
Indio,2018-11,323200
Indio,2018-12,322000
Indio,2019-01,325300
Indio,2019-02,325800
Indio,2019-03,329100
Indio,2019-04,325000
Indio,2019-05,326100
Indio,2019-06,325700
Indio,2019-07,324600
Indio,2019-08,326700
Indio,2019-09,322600
Indio,2019-10,327100
Indio,2019-11,330500
Westminster,2014-01,498800
Westminster,2014-02,500800
Westminster,2014-03,503600
Westminster,2014-04,511900
Westminster,2014-05,507700
Westminster,2014-06,508500
Westminster,2014-07,507800
Westminster,2014-08,504400
Westminster,2014-09,509400
Westminster,2014-10,510000
Westminster,2014-11,524400
Westminster,2014-12,534100
Westminster,2015-01,528600
Westminster,2015-02,522600
Westminster,2015-03,519400
Westminster,2015-04,525100
Westminster,2015-05,530200
Westminster,2015-06,530100
Westminster,2015-07,550800
Westminster,2015-08,556500
Westminster,2015-09,557100
Westminster,2015-10,549400
Westminster,2015-11,547500
Westminster,2015-12,553600
Westminster,2016-01,549400
Westminster,2016-02,549900
Westminster,2016-03,556800
Westminster,2016-04,557100
Westminster,2016-05,572600
Westminster,2016-06,565300
Westminster,2016-07,567000
Westminster,2016-08,559400
Westminster,2016-09,593000
Westminster,2016-10,605300
Westminster,2016-11,613500
Westminster,2016-12,591600
Westminster,2017-01,600500
Westminster,2017-02,584000
Westminster,2017-03,569400
Westminster,2017-04,568800
Westminster,2017-05,595200
Westminster,2017-06,615000
Westminster,2017-07,612400
Westminster,2017-08,615800
Westminster,2017-09,618700
Westminster,2017-10,616100
Westminster,2017-11,611800
Westminster,2017-12,614100
Westminster,2018-01,637100
Westminster,2018-02,645100
Westminster,2018-03,652000
Westminster,2018-04,647400
Westminster,2018-05,647000
Westminster,2018-06,657000
Westminster,2018-07,656000
Westminster,2018-08,658700
Westminster,2018-09,667700
Westminster,2018-10,671800
Westminster,2018-11,668200
Westminster,2018-12,662500
Westminster,2019-01,663800
Westminster,2019-02,667500
Westminster,2019-03,656700
Westminster,2019-04,657200
Westminster,2019-05,666200
Westminster,2019-06,668800
Westminster,2019-07,672800
Westminster,2019-08,674200
Westminster,2019-09,705900
Westminster,2019-10,697900
Westminster,2019-11,692200
Westminster,2019-12,678400
Menifee,2014-01,265700
Menifee,2014-02,258600
Menifee,2014-03,249900
Menifee,2014-04,246900
Menifee,2014-05,248600
Menifee,2014-06,254200
Menifee,2014-07,255800
Menifee,2014-08,261200
Menifee,2014-09,261100
Menifee,2014-10,268700
Menifee,2014-11,269300
Menifee,2014-12,271800
Menifee,2015-01,269000
Menifee,2015-02,271300
Menifee,2015-03,275400
Menifee,2015-04,281100
Menifee,2015-05,280100
Menifee,2015-06,278500
Menifee,2015-07,276900
Menifee,2015-08,278300
Menifee,2015-09,281600
Menifee,2015-10,281000
Menifee,2015-11,285600
Menifee,2015-12,288300
Menifee,2016-01,289200
Menifee,2016-02,291700
Menifee,2016-03,293700
Menifee,2016-04,298200
Menifee,2016-05,300500
Menifee,2016-06,301400
Menifee,2016-07,305400
Menifee,2016-08,308400
Menifee,2016-09,307700
Menifee,2016-10,315900
Menifee,2016-11,315600
Menifee,2016-12,315900
Menifee,2017-01,311600
Menifee,2017-02,309300
Menifee,2017-03,312100
Menifee,2017-04,310300
Menifee,2017-05,318700
Menifee,2017-06,323700
Menifee,2017-07,327000
Menifee,2017-08,323700
Menifee,2017-09,327500
Menifee,2017-10,330500
Menifee,2017-11,337800
Menifee,2017-12,340900
Menifee,2018-01,351000
Menifee,2018-02,354600
Menifee,2018-03,355600
Menifee,2018-04,350200
Menifee,2018-05,350700
Menifee,2018-06,351000
Menifee,2018-07,354900
Menifee,2018-08,359600
Menifee,2018-09,364600
Menifee,2018-10,365000
Menifee,2018-11,364700
Menifee,2018-12,373700
Menifee,2019-01,383500
Menifee,2019-02,386600
Menifee,2019-03,383700
Menifee,2019-04,374600
Menifee,2019-05,373700
Menifee,2019-06,370600
Menifee,2019-07,377600
Menifee,2019-08,379500
Menifee,2019-09,373400
Menifee,2019-10,371000
Menifee,2019-11,367500
Menifee,2019-12,370200
San Marcos,2014-01,447200
San Marcos,2014-02,447700
San Marcos,2014-03,465400
San Marcos,2014-04,472700
San Marcos,2014-05,475400
San Marcos,2014-06,453400
San Marcos,2014-07,443600
San Marcos,2014-08,454300
San Marcos,2014-09,460900
San Marcos,2014-10,472900
San Marcos,2014-11,454900
San Marcos,2014-12,459400
San Marcos,2015-01,471500
San Marcos,2015-02,488400
San Marcos,2015-03,491700
San Marcos,2015-04,484200
San Marcos,2015-05,499000
San Marcos,2015-06,496400
San Marcos,2015-07,502500
San Marcos,2015-08,494200
San Marcos,2015-09,489900
San Marcos,2015-10,482000
San Marcos,2015-11,491700
San Marcos,2015-12,498700
San Marcos,2016-01,508500
San Marcos,2016-02,506100
San Marcos,2016-03,508600
San Marcos,2016-04,490700
San Marcos,2016-05,491500
San Marcos,2016-06,497400
San Marcos,2016-07,513500
San Marcos,2016-08,510700
San Marcos,2016-09,508600
San Marcos,2016-10,523000
San Marcos,2016-11,525500
San Marcos,2016-12,529700
San Marcos,2017-01,545000
San Marcos,2017-02,557100
San Marcos,2017-03,574800
San Marcos,2017-04,550100
San Marcos,2017-05,545700
San Marcos,2017-06,533600
San Marcos,2017-07,548800
San Marcos,2017-08,558900
San Marcos,2017-09,559300
San Marcos,2017-10,561900
San Marcos,2017-11,560000
San Marcos,2017-12,562400
San Marcos,2018-01,553700
San Marcos,2018-02,562300
San Marcos,2018-03,565400
San Marcos,2018-04,578800
San Marcos,2018-05,580200
San Marcos,2018-06,589800
San Marcos,2018-07,599100
San Marcos,2018-08,585500
San Marcos,2018-09,596000
San Marcos,2018-10,585900
San Marcos,2018-11,602000
San Marcos,2018-12,602700
San Marcos,2019-01,595300
San Marcos,2019-02,598500
San Marcos,2019-03,601500
San Marcos,2019-04,617700
San Marcos,2019-05,605400
San Marcos,2019-06,603800
San Marcos,2019-07,599400
San Marcos,2019-08,590800
San Marcos,2019-09,576100
San Marcos,2019-10,573600
